Vilhelmsen,1671
Isaksen,1456
Bendixen,1741
Ovesen,1507
Villumsen,1573
Lindberg,1906
Thomasen,1523
Buhl,1712
Kofod,1642
Ahmed,2591
Smith,1682
Storm,1866
Christophersen,1454
Bruhn,1558
Matthiesen,1667
Wagner,1777
Bjerg,1728
Gram,1588
Nedergaard,1764
Dinesen,1545
Mouritsen,1545
Boesen,1524
Borup,1724
Abrahamsen,1371
Wulff,1521
Gravesen,1499
Rask,1670
Pallesen,1464
Greve,1759
Korsgaard,1762
Haugaard,1710
Josefsen,913
Espersen,1374
Thrane,1539
Frank,1568
Lynge,1221
Rohde,1484
Larsson,1346
Hammer,1528
Torp,1461
Sonne,1467
Boysen,1396
Bay,1621
Pihl,1477
Fabricius,1466
Birch,1455
Skou,1274
Kirk,1534
Antonsen,1328
Damsgaard,1611
Dall,1342
Truelsen,1200
Daugaard,1501
Fuglsang,1542
Martinsen,1190
Therkelsen,1154
Jansen,1126
Karlsson,1217
Caspersen,1168
Steen,1341
Callesen,1375
Balle,1170
Bloch,1350
Smidt,1243
Rahbek,1593
Hjort,1383
Skaarup,1336
Sand,1459
Storgaard,1428
Willumsen,1058
Busk,1311
Hartmann,1455
Ladefoged,1374
Skovgaard,1758
Philipsen,1233
Damm,1205
Haagensen,1065
Hviid,1333
Duus,1240
Kvist,1276
Adamsen,1136
Mathiassen,851
Degn,1257
Borg,1288
Brix,1405
Troelsen,1198
Ditlevsen,1208
Svane,1245
Mohamed,1659
Birk,1311
Brink,1275
Hassan,1798
Vester,1193
Lykke,1389
Kock,994
Meldgaard,1256
Hvid,1195
Abildgaard,1363
Nicolajsen,895
Bengtsson,1005
Stokholm,1214
Ahmad,1551
Wind,1107
Gundersen,994
Carlsson,995
Khan,1740
Skytte,1142
Bagger,1072
Hendriksen,733
Rosenberg,1148
Jonassen,907
Severinsen,1031
Boisen,1009
Groth,1012
Bager,1032
Fogh,1091
Hussain,1444
Samuelsen,807
Pilgaard,1185
Dideriksen,908
Brogaard,1104
Lundberg,1046
Hansson,900
Schwartz,1008
Tran,1378
Skriver,1127
Klitgaard,1195
Hauge,1083
Qvist,1020
Voss,1037
Wolff,1020
Krarup,1071
Green,1113
Odgaard,1067
Blom,969
Gammelgaard,1124
Kramer,1002
Astrup,1036
Lehmann,1065
Falk,1149
Koefoed,866
Lundsgaard,1046
Vang,1062
Martinussen,977
Sandberg,1045
Weber,1023
Holmgaard,1201
Bidstrup,861
Meier,940
Drejer,1028
Schneider,962
Joensen,1153
Dupont,992
Lorentsen,846
Bro,989
Bagge,896
Terkelsen,896
Kaspersen,775
Keller,995
Eliasen,809
Lyberth,216
Husted,932
Mouritzen,755
Krag,909
Kragelund,960
Vad,932
Jochumsen,695
Hein,904
Krogsgaard,1005
Kaas,948
Tolstrup,958
Ernst,803
Hermann,871
Holt,910
Buus,924
Gotfredsen,775
Kjeldgaard,938
Broberg,636
Roed,861
Sivertsen,708
Bergmann,944
Bjerrum,938
Petersson,737
Smed,866
Jeremiassen,186
Nyborg,886
Borch,823
Foged,850
Terp,848
Mark,862
Busch,803
Lundgaard,953
Boye,836
Yde,850
Hinrichsen,716
Matzen,777
Esbensen,710
Hertz,800
Westh,828
Holmberg,834
Geertsen,784
Raun,787
Lindholm,946
Rytter,923
Heilmann,264
Bitsch,769
Worm,793
Salomonsen,741
From,803
Kleist,286
Sejersen,768
Junker,834
Ploug,750
Espensen,698
Egede,253
Just,899
Lindegaard,931
Klemmensen,681
Kloster,793
Beyer,734
Dyhr,761
Feddersen,727
Le,1052
Rose,826
Lausen,716
Rossen,739
Kronborg,1072
Eskesen,699
Holgersen,645
Krabbe,818
Slot,796
Geisler,426
Kirkeby,860
Lang,750
Steenberg,749
Harder,760
Kromann,768
Reimer,496
Lerche,807
Dreyer,718
Sander,920
Bork,750
Ellegaard,886
Stage,841
Bille,830
Rosenkilde,927
Vedel,851
Salling,791
Flindt,725
Tang,829
Norup,789
Warming,784
Rosendahl,897
Steensen,696
Kastrup,733
Neumann,767
Klein,706
Kure,699
Stephansen,734
Vind,778
Hove,754
Haahr,798
Yilmaz,995
Dissing,796
Pagh,751
Enemark,718
Kilic,979
Horn,705
Funch,678
Gertsen,654
Hussein,1022
Conradsen,653
Munck,643
Bengtsen,640
Smedegaard,847
Bengtson,628
Linde,787
Hede,719
Schulz,709
Have,751
Lindhardt,814
Marker,637
Ladegaard,723
Strand,714
Anderson,681
Fog,675
Mose,687
Stougaard,792
Rasch,589
Pham,907
Post,672
Kaae,632
Aagesen,556
Alstrup,676
Paaske,636
Didriksen,540
Celik,929
Kanstrup,679
Refsgaard,696
Guldager,747
Stampe,686
Skaaning,652
Deleuran,664
Elgaard,766
Staal,729
Carstens,588
Bossen,667
Bjerring,693
Marcher,598
Vistisen,638
Lynggaard,776
Lohse,637
Melgaard,660
Gottlieb,670
Malling,641
Gormsen,562
Cramer,717
Ehlers,638
Risager,708
Lausten,629
Wolf,614
Munkholm,739
Dahlgaard,645
Vangsgaard,704
Kusk,623
Serup,625
Bojsen,578
Skipper,560
Karstensen,542
Witt,595
Becker,573
Lillelund,651
Wang,856
Kolding,599
Gustavsen,520
Ibrahim,928
Aarup,660
Engel,652
Aaen,669
Falkenberg,716
Voigt,597
Tranberg,622
Josephsen,495
Lau,607
Fenger,623
Lindgaard,703
Brun,620
Mohammad,805
Lyhne,678
Corneliussen,534
Kold,685
Mikaelsen,224
Bugge,602
Hamann,601
Rosendal,800
Ejlersen,514
Bachmann,569
Mollerup,578
Yildirim,835
Lennert,188
Ulriksen,486
Boel,608
West,595
Lohmann,636
Suhr,492
Bramsen,551
Berntsen,549
Ulrich,592
Abdi,693
Mohr,613
Schack,667
Zachariassen,593
Dueholm,634
Sahin,782
Vinding,648
Linnet,643
Agerskov,624
Egeberg,615
Ohlsen,460
Stilling,576
Kaya,807
Harboe,634
Martens,515
Albrektsen,544
Walther,524
Blaabjerg,609
Aggerholm,582
Otto,504
Fink,601
Richter,537
Mygind,580
Lundgren,554
Agger,597
Thiesen,510
Secher,548
Bank,578
Faber,592
Egholm,736
Wilhelmsen,434
Hagen,530
Holck,546
Soelberg,550
Kryger,579
Pettersson,475
Banke,575
Moesgaard,623
Strange,546
Langhoff,592
Riber,616
Tarp,524
Dalby,556
Hartvig,602
Konradsen,442
Harbo,595
Breum,575
Ebsen,503
Hall,537
Singh,831
Boll,524
Hartvigsen,497
Wiese,531
Kyed,521
Martensen,454
Rafn,577
Mejer,523
Nymann,591
Overby,583
Eliassen,330
Lambertsen,483
Palm,551
Trolle,585
Valentin,785
Honore,300
Halvorsen,444
Fleischer,269
Nyholm,552
Hovgaard,553
Peters,532
Vittrup,553
Hegelund,480
Fallesen,483
Gaarde,485
Wichmann,564
Bock,472
Outzen,554
Lundblad,154
Zacho,608
Anker,518
Noer,631
Bennedsen,487
Otte,522
Franck,463
Jokumsen,420
Lauesen,453
Krebs,500
Vendelbo,625
Balslev,547
Neergaard,532
Osman,741
Byskov,568
Eriksson,473
Appel,541
Stender,544
Jonsson,467
Bladt,490
Thaysen,540
Hvass,475
Pape,494
Straarup,522
Petterson,425
Hoff,556
Willadsen,407
Korsholm,610
Kudsk,485
Niemann,534
Moos,452
Handberg,493
Werner,475
Broe,498
Bendsen,448
Engberg,543
Svenstrup,486
Alexandersen,466
Lomholt,546
Hvidberg,490
Stefansen,444
Kondrup,475
Tange,536
Skafte,427
Pontoppidan,554
Halberg,489
Bredahl,503
Mosegaard,501
Rosing,186
Thisted,451
Randrup,498
Kappel,522
Lykkegaard,630
Wiberg,479
Haslund,497
Beier,483
Hyldgaard,565
Guldbrandsen,435
Sunesen,489
Basse,399
Melchiorsen,454
Juel,580
Bennetsen,452
Godtfredsen,320
Brask,439
Munksgaard,486
Midtgaard,524
Kamp,493
Lyng,548
Haastrup,454
Holdt,440
Steenholdt,278
Thyssen,466
Terkildsen,409
Mouridsen,428
Iqbal,636
Foldager,542
Erlandsen,421
Balling,492
Viborg,471
Bauer,484
Topp,437
Glud,415
Ryberg,479
Thestrup,451
Emborg,525
Hejlesen,461
Bojesen,433
Bondesen,384
Helbo,440
Stensgaard,569
Hyllested,462
Lundgreen,453
Amstrup,469
Kokholm,521
Loft,440
Vest,463
Zimmermann,492
Kok,426
Grau,409
Weiss,455
Farah,583
Bilde,448
Gustafsson,457
Magnusson,425
Husum,460
Timm,441
Dogan,609
Edvardsen,403
Offersen,375
Lunde,489
Hoppe,430
Henrichsen,315
Broch,383
Sandgreen,108
Velling,373
Kjer,411
Dreier,427
Pilegaard,458
Ankersen,357
Bering,560
Krause,400
Wollesen,383
Gravgaard,498
Mohamad,623
Friedrichsen,377
Gadegaard,516
Brinch,483
Brandstrup,476
Drachmann,488
Lysgaard,494
Timmermann,401
Petrussen,55
Rindom,482
Klit,455
Jantzen,368
Tobiasen,405
Mathisen,334
Begum,449
Glerup,445
Clemensen,366
Carlson,380
Ziegler,418
Kejser,484
Bekker,420
Nymand,410
Ringgaard,446
Lindgreen,438
Weinreich,475
Hovmand,401
Funder,443
Hildebrandt,422
Akhtar,553
Gabrielsen,247
Borregaard,471
Demir,611
Hesselberg,418
Ring,453
List,427
Yildiz,605
Houmann,412
Duelund,430
Dencker,394
Hjelm,402
Polat,551
Lundqvist,429
Filtenborg,435
Jonasson,366
Kamper,435
Klavsen,370
Pind,348
Riise,433
Bek,419
Hahn,420
Westermann,427
Stephensen,278
Baun,502
Heide,433
Lentz,439
Lam,529
Vognsen,392
Boje,428
Vinter,458
Hessellund,494
Dehn,407
Lindahl,398
Damborg,448
Winkler,427
Frantzen,348
Brock,325
Bigum,409
Borre,385
Langballe,414
Anthonsen,286
Malmberg,412
Lunding,386
Snedker,396
Foss,476
Nielsson,293
Sauer,368
Holme,445
Kring,450
Frisk,431
Winkel,408
Abel,387
Herskind,401
Sahl,369
Ismail,569
Panduro,464
Sylvest,442
Bendix,528
Lodberg,420
Thorhauge,468
Lemming,391
Gissel,401
Rye,452
Mahler,403
Johnson,439
Quist,371
Seerup,394
Puggaard,430
Huynh,533
Tychsen,363
Udsen,368
Stryhn,417
Berger,401
Morsing,412
Arildsen,377
Bruus,389
Pehrson,407
Tobiassen,114
Abelsen,86
Gylling,392
Chen,720
Sinding,368
Thybo,400
Als,425
Dalager,261
Binderup,418
Monrad,386
Tonnesen,389
Egelund,538
Kreutzmann,137
Dohn,379
Tofte,369
Ernstsen,331
Behrens,379
Demant,427
Termansen,380
Sehested,432
Sund,378
Skovsgaard,439
Skovbjerg,459
Niebuhr,423
Turan,520
Saleh,520
Arentoft,357
Guldberg,463
Nordentoft,457
Hess,322
Omar,558
Rode,410
Hass,339
Hassing,403
Li,629
Kiilerich,400
Wille,262
Shah,558
Nyegaard,349
Saabye,374
Mehlsen,356
Forsberg,395
Kaiser,428
Meincke,373
Stentoft,406
Roth,369
Kjellerup,383
Futtrup,382
Lautrup,398
Friberg,392
Hinge,365
Oddershede,367
Runge,409
Bertram,385
Vilstrup,413
Scheel,363
Raahauge,376
Kornum,369
Miller,439
Tandrup,356
Henneberg,405
Klint,425
Djurhuus,440
Kehlet,378
Thorsted,391
Peitersen,321
Bechmann,404
Thorsager,390
Primdahl,366
Borum,371
Helms,376
Juliussen,283
Lindgren,465
Junge,385
Lundquist,345
Barfod,380
Blicher,440
Buur,400
Klinge,405
Richardt,336
Meng,371
Jensby,380
Bodilsen,324
Bohn,329
Nellemann,394
Elsborg,367
Greisen,314
Agerholm,379
Abildtrup,373
Gad,352
Bahnsen,309
Stausholm,382
Gleerup,342
Haaning,418
Fugl,339
Ritter,398
Enoksen,82
Back,298
Jama,441
Baunsgaard,350
Reenberg,380
Tygesen,383
Gydesen,311
Hagedorn,332
Hvam,361
Skau,361
Blichfeldt,349
Skovby,387
Winding,335
Krohn,341
Lyck,316
Nymark,421
Ingerslev,369
Hastrup,381
Drewsen,358
Levisen,243
Hostrup,408
Thostrup,328
Hyldahl,339
Fyhn,407
Guldborg,411
Fly,208
Ramsing,337
Hyttel,369
Bonnesen,304
Graff,344
Fogtmann,340
Rosenlund,464
Kaltoft,337
Langkilde,385
Boserup,356
Tougaard,334
Flyvholm,345
Wissing,320
Strauss,372
Nagel,313
Juhler,354
Vammen,362
Rix,382
Malik,474
Skyum,355
Evers,303
Stuhr,304
Godiksen,337
Stengaard,325
Markvardsen,313
Cortsen,275
Falck,369
Butt,431
Dollerup,366
Gjelstrup,320
Sabroe,339
Mulvad,319
Hjerrild,331
Mauritzen,284
Benjaminsen,234
Kraft,328
Juncker,328
Bastholm,352
Kara,457
Heegaard,332
Rygaard,406
Schnoor,318
Vogt,309
Mariager,300
Kiel,356
Lindblad,347
Ebdrup,338
Meisner,376
Fich,281
Schubert,364
Colding,318
Brok,314
Sandager,382
Thulstrup,336
Starup,329
Iwersen,288
Agerbo,385
Ingvardsen,279
la Cour,409
Bennetzen,328
Baadsgaard,367
Vandborg,334
Teilmann,311
Spanggaard,355
Schwarz,349
Eilersen,264
Autzen,307
Illum,343
Kongsted,362
Flensborg,322
Frahm,345
Myrup,358
Ejsing,368
Kyhl,311
Bonderup,303
Skibsted,339
Vissing,340
Hornstrup,348
Langgaard,322
Thomas,385
Plesner,313
Kruuse,307
Brendstrup,298
Plum,323
Trans,295
Lindquist,308
Blach,325
Levinsen,287
Dalum,334
Mertz,323
Lodahl,361
Clement,319
Kibsgaard,289
Zhang,498
Nybo,386
Lundin,304
Molin,364
Godskesen,315
Langvad,338
Bundesen,278
Berner,317
Eilertsen,262
Skotte,293
Boe,322
Yusuf,420
Arentsen,279
Kamstrup,355
Clasen,250
Heiberg,352
Tholstrup,330
Mahmood,414
Jahn,298
Adolfsen,160
Eggertsen,298
Dybdal,353
Aastrup,296
Fredslund,397
Staugaard,291
Engholm,325
Folkmann,317
Fabrin,314
Haase,290
Ballegaard,303
Thinggaard,374
Hagensen,274
Hannibal,280
Grann,310
Mattsson,326
Sindberg,341
Koustrup,289
Zeeb,45
Bomholt,312
Hebsgaard,319
Schytte,312
Stisen,316
Lippert,292
Riisager,318
Paludan,295
Heidemann,306
Obel,343
Dybdahl,360
Levin,281
Dahlmann,328
Plougmann,300
Marquardsen,279
Bache,279
Aarestrup,311
Svarrer,303
Ljungberg,274
Huus,294
Thorn,297
Byrgesen,283
Kristjansen,260
Nyby,288
Hagemann,296
Engell,297
Joelsen,74
Baggesen,303
Burmeister,277
Mahmoud,403
Aaberg,279
Brammer,284
Liu,465
Reinholdt,360
Lagoni,333
Veng,316
Erbs,298
Feldt,311
Borring,292
Uhrenholt,343
Bie,288
Hartung,306
Frausing,283
Aaskov,334
Ingvorsen,264
Galsgaard,309
Frisch,288
Linnemann,308
Kuhlmann,270
Faaborg,304
Duch,282
Birkholm,330
Jonasen,285
Hedemann,329
Ross,342
Pejtersen,296
Rudolph,267
Ejlertsen,267
Lauersen,176
Heitmann,286
Riisgaard,316
Hvidtfeldt,333
Otzen,297
Malm,270
Hedelund,357
Gottfredsen,268
Graugaard,273
Rothmann,308
Sandholm,326
Jungersen,283
Theilgaard,349
Estrup,280
Khalil,420
Wendelboe,267
Merrild,314
Rudbeck,282
Kyhn,270
Isager,300
Holmen,312
Sode,313
Arp,256
Hangaard,306
Flarup,277
Veje,280
Mundt,293
Thorning,295
Lundby,310
Rathje,277
Filemonsen,43
Vig,317
Blok,285
Rysgaard,318
Avci,391
Christesen,274
Roos,282
Ruby,320
Kierkegaard,278
Devantier,329
Akselsen,247
Kaufmann,304
Nilausen,224
Solberg,312
Godsk,256
Graae,270
Skovlund,303
Kikkenborg,278
Grove,307
Holse,261
Brinck,284
Grundahl,256
Bryld,283
Fogt,255
Brixen,340
Dons,246
Skovmand,304
Barslund,299
Garde,304
Grosen,298
Abbas,415
Sari,410
Stidsen,280
Qvistgaard,298
Milling,331
Wendt,248
Ekelund,284
Kastberg,287
Bonnichsen,278
Wallin,297
Ankerstjerne,298
Thaarup,303
Tvede,268
Baltzer,353
Williams,364
Friborg,321
Wittrup,264
Baden,272
Faurholt,294
Haar,228
Sandgaard,324
Sigaard,297
Kaalund,289
Hyldig,271
Mohammed,413
Jansson,257
Okholm,297
Staun,291
Birkelund,325
Varming,276
Prehn,267
Adsersen,254
Dethlefsen,250
Engelund,274
Wiborg,283
Rosenqvist,294
Gosvig,302
Lorensen,213
Bangsgaard,275
Glad,283
Vu,373
Albrecht,286
Westphal,301
Bernth,253
Lindqvist,244
Hoang,338
Opstrup,270
Gamborg,303
Kyndesen,254
Johannesson,195
Kjelgaard,294
Aamand,293
Agergaard,337
Stenberg,303
Kallestrup,294
Lyster,277
Noe,305
Sandholdt,280
Arslan,356
Myhre,224
Adrian,258
Martin,382
Mansour,362
Maagaard,333
Moestrup,292
Bull,264
Dyhrberg,311
Svejstrup,289
Berggreen,268
Klindt,285
Voetmann,287
Engelbrecht,347
Reimers,230
Udengaard,311
Schilling,315
Tingleff,264
Aydin,366
Siggaard,275
Gadeberg,283
Lynnerup,271
Nyberg,278
With,259
Sparre,296
Kvistgaard,297
Laulund,279
Byrialsen,248
Kongstad,329
Riedel,273
Thode,233
Mohamud,347
Langer,266
Dinsen,257
Boldt,248
Elling,227
Gudmundsson,296
Hou,238
Evald,250
Bibi,310
Skovsen,258
Sommerlund,311
Lundholm,271
Amin,370
Georgsen,229
Brunsgaard,282
Kolind,275
Olsvig,74
Preisler,252
Hvilsom,259
Rath,250
Korkmaz,328
Stenholt,281
Fynbo,244
Stenderup,262
Thielsen,236
Braun,269
Dal,253
Hoe,265
Herbst,256
Lyngby,256
Anthony,253
Bredgaard,227
Dyring,277
Mai,273
Helt,272
Johnsson,196
Gommesen,216
Klingenberg,293
Lie,289
Birkedal,322
Kampmann,319
Weng,245
Skovbo,339
Hentze,272
Skovsted,260
Guldmann,291
Reimann,252
Broholm,287
Rise,267
Hvas,251
Majgaard,280
Nikolaisen,213
Monberg,280
Stoltze,251
Grandt,267
Kaur,357
Risom,303
Skals,257
Bryde,254
Boldsen,239
Lindemann,256
Uth,290
Birkmose,279
Moe,264
Skjoldborg,331
Frydenlund,284
Rosenquist,249
Halling,269
Fruergaard,312
Vesth,246
Baastrup,251
Vase,289
Rousing,281
Motzfeldt,66
Nyrup,263
Stub,233
Schelde,278
Enggaard,330
Korneliussen,82
Boutrup,268
Melin,278
Wedel,268
Drost,256
Sharif,329
Ulstrup,253
Langberg,241
Daugbjerg,249
Ravnborg,279
Ager,250
Hoffmeyer,234
Ebbe,206
Augustesen,241
Hjulmand,212
Lyngbye,241
Schlosser,229
Hamid,388
Bindslev,262
Dietz,276
Sigsgaard,266
Fomsgaard,261
Kammersgaard,267
Chemnitz,192
Trebbien,258
Engelbrechtsen,211
Cetin,347
Siig,260
Gudmandsen,220
Poder,254
Uldall,248
Gerlach,264
Strandberg,262
Baumann,238
Ketelsen,210
Sandal,256
Piil,268
Ditlev,243
Moeslund,250
Seeberg,275
Ehmsen,259
Struve,230
Rashid,346
Haurum,234
Finne,242
Schulze,266
Riisberg,243
Detlefsen,196
Tuxen,244
Barrett,282
Raben,206
Fuchs,235
Houlberg,221
Uhre,265
Truong,300
Arndt,248
Holmboe,268
Meinertz,269
Bayer,215
Rosenvinge,259
Toustrup,241
Gustafson,190
Lukassen,149
Dige,237
Bramming,246
Koyuncu,328
Grube,232
Mondrup,275
Quistgaard,256
Hollesen,212
Frantsen,200
Popp,218
Ahm,270
Steenstrup,214
Julius,247
Rolsted,250
Tiedemann,234
Said,308
Almind,239
Niclasen,246
Aziz,344
Kjelstrup,228
Ettrup,231
Jung,242
Ringsted,165
Blak,263
Bergholdt,292
Bording,264
Wilson,313
Stein,225
Grand,242
Linnebjerg,284
Secilmis,321
Gudiksen,245
Buchardt,228
Holmgren,203
Bender,260
Strandgaard,296
Hvidt,263
Stegmann,233
Wilken,249
Sejr,294
Deveci,307
Buchwald,227
Romme,233
Valsted,241
Bom,214
Rydahl,306
Moberg,218
Kjems,270
Kirketerp,255
Seidelin,243
Eskelund,235
Eg,276
Froberg,186
Saaby,281
Wahl,213
Lehrmann,227
Halle,237
Lee,368
Tommerup,213
Ebert,213
Thor,204
Rusbjerg,248
Juncher,216
Revsbech,217
Haugsted,199
Barfoed,208
Hasselbalch,212
Kousgaard,296
Dichmann,193
Storch,134
Vejrup,260
Weile,221
Hestbech,208
Borgen,234
Kaastrup,213
Glavind,254
Israelsen,191
Kekec,310
Asp,232
Askholm,245
Hauberg,226
Ussing,229
Platz,228
Heise,207
Lisberg,259
Vium,241
Strunge,264
Vesterager,269
Spliid,227
Gam,209
Laurberg,230
Eggers,226
Matthiasen,197
Henning,225
Vejen,250
Knutzen,192
Amby,245
Kallehauge,237
Olufsen,177
Halskov,249
Johanson,184
Stenger,216
Byriel,219
Vernersen,229
Bastrup,240
Hjuler,240
Buchhave,258
Morell,270
Theisen,201
Westerberg,224
Kortegaard,240
Bennike,237
Elnegaard,256
Nyboe,214
Sylvestersen,234
Brinkmann,271
Bartholdy,225
Holten,230
Gandrup,230
Lyager,225
Hegner,192
Pehrsson,174
Tranholm,230
Berglund,179
Simsek,307
Schumacher,211
Elleby,228
Fangel,226
Palle,186
Melchior,234
Skovdal,293
Nowak,349
Volder,221
Issa,318
Zeuthen,217
Chabert,248
Vogelius,213
Hartz,179
Steffen,193
Lysdal,241
Grunnet,254
Abild,222
Ryborg,228
Kahr,228
Ewald,195
Trier,307
Lindhard,207
Holk,203
Werge,224
Schandorff,245
Arvedsen,191
Emanuelsen,169
Rank,203
Damberg,206
Lundsteen,234
Holmegaard,282
Heller,227
Tas,292
Giversen,211
Gamst,215
Langelund,227
Biilmann,119
Glintborg,251
Hadberg,210
Mariegaard,230
Svarre,244
Jochimsen,181
Drews,217
Helmer,219
Grevsen,185
Nielson,173
Weis,203
Akram,266
Fredensborg,274
Ly,259
Absalonsen,129
Baltzersen,191
Ejstrup,221
Stoltenberg,201
Steiness,240
Levring,210
Kilde,195
Ingemann,287
Coskun,304
de Neergaard,235
Gramstrup,189
Pless,225
Rugaard,204
Dahlin,231
Torbensen,183
Gejl,202
Siegstad,29
Alsing,204
Brown,308
Trudslev,224
Ignatiussen,34
Rossing,226
Dich,194
Refstrup,194
Kaasgaard,228
Baran,294
Schnell,202
Lin,376
Lillie,203
Wegener,216
Linneberg,216
Toftegaard,274
Aasted,204
Pfeiffer,191
Dirksen,206
Jones,315
Noesgaard,206
Moth,217
Thorstensen,202
Hundahl,209
Do,278
Horup,198
Koed,180
Dalgas,238
Fjordside,208
Karlson,195
Ubbesen,202
Brohus,232
Lindbjerg,243
Zimmer,202
Koc,303
Svenson,175
Kastbjerg,237
Hosbond,223
Lundorff,224
Haas,191
Ingvartsen,199
Poulsgaard,209
Lolk,205
Knak,213
Collin,216
Awad,273
Trillingsgaard,221
Kongsgaard,282
Navntoft,215
Karim,257
Abdullah,264
Borggaard,223
Scharff,190
Nathansen,74
Hauerslev,194
Faurschou,190
Struck,174
Dyrberg,222
Dybro,235
Skifte,69
Aslam,285
Gerdes,216
Vogel,216
Elholm,189
Brorsen,207
Ashraf,264
Rosenstand,216
Pors,200
Amdisen,195
Hamad,272
Ohrt,194
Arnesen,170
Erdmann,177
Prip,206
Taylor,279
Kiil,196
Wolter,209
Phan,291
Tanderup,221
Melsen,199
Eklund,187
Luther,225
Zinck,238
Engmann,189
Braad,180
Vindum,199
Specht,186
Tinggaard,234
Staunstrup,226
Kjeldbjerg,210
Ginnerup,189
Melander,185
Brauer,176
Risgaard,253
Kleemann,99
Skade,81
Sperling,191
Prang,199
Egebjerg,275
Wraae,180
Rahr,219
Hallberg,198
Maltesen,209
Mandrup,285
Wrang,172
Hjortlund,215
Verner,150
Nordestgaard,216
Moldt,186
Holland,241
Grandjean,193
Diedrichsen,188
Dyrby,227
Holmer,207
Winberg,191
Lavrsen,204
Bergholt,230
Kleis,193
Klinke,212
Reinhardt,176
Pabst,189
Lanng,215
Ostermann,87
Rud,235
Seiersen,183
Schramm,186
Lock,198
Bonnerup,203
Lemvig,214
Hessner,175
Ludvig,171
Nika,184
Brems,168
Vejlgaard,212
Vo,255
Jonathansen,18
Hamborg,215
Schousboe,217
Ferdinandsen,145
Stahl,211
Maul,206
Meineche,236
Eskerod,196
Lisby,227
Karatas,255
Priess,219
Graversgaard,222
Themsen,186
Stigsen,187
Efraimsen,65
Dyreborg,193
Neve,211
Maigaard,232
Vinkel,202
Rune,198
Trane,183
Esmann,216
Winter,215
Engelhardt,262
Holleufer,191
Baasch,190
Kortsen,175
Bovbjerg,211
Jagd,178
Wessel,224
Schriver,225
Schouw,178
Dyrholm,226
Tilsted,198
Giese,174
Thing,229
Crone,171
Fredberg,206
Albeck,153
Breinholt,248
